record_id,record_type,decision,assembly_score,band,slot_families,slot_assignments,declared_routes,title,source_identity,external_paper_title,external_paper_year,external_paper_venue,external_paper_doi
ARCHIVE-0053,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,fold_action;ledger_action;enumeration_action;residual_action;terminal_action,03;13;23;33;06;16;26;36;01;11;21;31;02;12;22;32;08;18;28;38,08;18;28;38;06;16;26;36;01;11;21;31;02;12;22;32;03;13;23;33,CMPLX-PartsFactory-main (1).zip,D:\CQE_CMPLX\_memory\claude-codex\Repo zips\CMPLX-PartsFactory-main (1).zip,,,,
ARCHIVE-0054,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;enumeration_action;bridge_action;closure_lift;fold_action,06;16;26;36;01;11;21;31;07;17;27;37;00;10;20;30;03;13;23;33,08;18;28;38;01;11;21;31;06;16;26;36;07;17;27;37,Paper0_Master_Braided_Foundation_Package.zip,D:\CQE_CMPLX\CMPLX-Kernel\CMPLX-Kernel_Production_20260607T223706\source\CQE_CMPLX-workspace\ForgeFactory_ReForge_Session_Master_v0_2\ForgeFactory_ReForge_Session_Master_v0_2\05_reports_and_refs\Paper0_Master_Braided_Foundation_Package.zip,,,,
ARCHIVE-0055,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;enumeration_action;fold_action;terminal_action;bridge_action,06;16;26;36;01;11;21;31;03;13;23;33;08;18;28;38;07;17;27;37,08;18;28;38;01;11;21;31;06;16;26;36;07;17;27;37;03;13;23;33,Paper0_Master_Braided_Foundation_Package.zip,D:\CQE_CMPLX\kernel\staging\papers\suite83_cmplx_kernel_production\CQE_CMPLX-workspace\ForgeFactory_ReForge_Session_Master_v0_2\ForgeFactory_ReForge_Session_Master_v0_2\05_reports_and_refs\Paper0_Master_Braided_Foundation_Package.zip,,,,
ARCHIVE-0056,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;enumeration_action;bridge_action;closure_lift;fold_action,06;16;26;36;01;11;21;31;07;17;27;37;00;10;20;30;03;13;23;33,08;18;28;38;01;11;21;31;06;16;26;36;07;17;27;37,Paper0_Master_Braided_Foundation_Package.zip,D:\CQE_CMPLX\_drive-audit\archive_history\unpacked\forge_reforge_archive\ForgeFactory_ReForge_Session_Master_v0_2_09807167e10c\ForgeFactory_ReForge_Session_Master_v0_2\05_reports_and_refs\Paper0_Master_Braided_Foundation_Package.zip,,,,
ARCHIVE-0057,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,41-80_physics_redefinition,ledger_action;bridge_action;fold_action;window_action;enumeration_action,46;56;66;76;47;57;67;77;43;53;63;73;49;59;69;79;41;51;61;71,46;56;66;76;47;57;67;77;42;52;62;72;43;53;63;73;49;59;69;79,Formalizing_LCR_Unifying_Standard_Models_FINAL_FLAT_20260629T221321Z.zip,D:\CQE_CMPLX\papers\active-rework\Formalizing_LCR_Unifying_Standard_Models_FINAL_FLAT_20260629T221321Z.zip,,,,
ARCHIVE-0058,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;enumeration_action;bridge_action;closure_lift;fold_action,06;16;26;36;01;11;21;31;07;17;27;37;00;10;20;30;03;13;23;33,08;18;28;38;01;11;21;31;06;16;26;36;07;17;27;37,CQE_Layer2_Papers11_20_MethodsProduction_v0_2_Package.zip,D:\CQE_CMPLX\CMPLX-Kernel\CMPLX-Kernel_Production_20260607T223706\source\CQE_CMPLX-workspace\ForgeFactory_ReForge_Session_Master_v0_2\ForgeFactory_ReForge_Session_Master_v0_2\01_papers\CQE_Layer2_Papers11_20_MethodsProduction_v0_2_Package.zip,,,,
ARCHIVE-0059,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;enumeration_action;fold_action;terminal_action;bridge_action,06;16;26;36;01;11;21;31;03;13;23;33;08;18;28;38;07;17;27;37,08;18;28;38;01;11;21;31;06;16;26;36;07;17;27;37;03;13;23;33,CQE_Layer2_Papers11_20_MethodsProduction_v0_2_Package.zip,D:\CQE_CMPLX\kernel\staging\papers\suite83_cmplx_kernel_production\CQE_CMPLX-workspace\ForgeFactory_ReForge_Session_Master_v0_2\ForgeFactory_ReForge_Session_Master_v0_2\01_papers\CQE_Layer2_Papers11_20_MethodsProduction_v0_2_Package.zip,,,,
ARCHIVE-0060,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;enumeration_action;bridge_action;closure_lift;fold_action,06;16;26;36;01;11;21;31;07;17;27;37;00;10;20;30;03;13;23;33,08;18;28;38;01;11;21;31;06;16;26;36;07;17;27;37,CQE_Layer2_Papers11_20_MethodsProduction_v0_2_Package.zip,D:\CQE_CMPLX\_drive-audit\archive_history\unpacked\forge_reforge_archive\ForgeFactory_ReForge_Session_Master_v0_2_09807167e10c\ForgeFactory_ReForge_Session_Master_v0_2\01_papers\CQE_Layer2_Papers11_20_MethodsProduction_v0_2_Package.zip,,,,
ARCHIVE-0061,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,41-80_physics_redefinition,ledger_action;bridge_action;fold_action;window_action;enumeration_action,46;56;66;76;47;57;67;77;43;53;63;73;49;59;69;79;41;51;61;71,46;56;66;76;47;57;67;77;42;52;62;72;43;53;63;73;49;59;69;79,Formalizing_LCR_Unifying_Standard_Models_FINAL_FLAT_20260629T212201Z.zip,D:\CQE_CMPLX\papers\active-rework\Formalizing_LCR_Unifying_Standard_Models_FINAL_FLAT_20260629T212201Z.zip,,,,
ARCHIVE-0062,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,bridge_action;enumeration_action;ledger_action;fold_action;boundary_action,07;17;27;37;01;11;21;31;06;16;26;36;03;13;23;33;04;14;24;34,08;18;28;38;01;11;21;31;06;16;26;36;07;17;27;37;05;15;25;35,Barker_Market_Engine_v3.zip,D:\CQE_CMPLX\CMPLX-Kernel\CMPLX-Kernel_Production_20260607T223706\source\CQE_CMPLX-workspace\Barker_Market_Engine_v3.zip,,,,
ARCHIVE-0063,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,bridge_action;enumeration_action;fold_action;terminal_action;ledger_action,07;17;27;37;01;11;21;31;03;13;23;33;08;18;28;38;06;16;26;36,08;18;28;38;01;11;21;31;06;16;26;36;07;17;27;37;03;13;23;33;05;15;25;35,Barker_Market_Engine_v3.zip,D:\CQE_CMPLX\kernel\staging\papers\suite83_cmplx_kernel_production\CQE_CMPLX-workspace\Barker_Market_Engine_v3.zip,,,,
ARCHIVE-0064,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;bridge_action;enumeration_action;fold_action;terminal_action,06;16;26;36;07;17;27;37;01;11;21;31;03;13;23;33;08;18;28;38,08;18;28;38;01;11;21;31;06;16;26;36;07;17;27;37;02;12;22;32;03;13;23;33;05;15;25;35,Barker_Unified_Theory_Archive.zip,D:\CQE_CMPLX\CMPLX-Kernel\CMPLX-Kernel_Production_20260607T223706\source\CQE_CMPLX-workspace\Barker_Unified_Theory_Archive.zip,,,,
ARCHIVE-0065,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;bridge_action;enumeration_action;fold_action;terminal_action,06;16;26;36;07;17;27;37;01;11;21;31;03;13;23;33;08;18;28;38,08;18;28;38;01;11;21;31;06;16;26;36;07;17;27;37;02;12;22;32;03;13;23;33;05;15;25;35,Barker_Unified_Theory_Archive.zip,D:\CQE_CMPLX\kernel\staging\papers\suite83_cmplx_kernel_production\CQE_CMPLX-workspace\Barker_Unified_Theory_Archive.zip,,,,
ARCHIVE-0066,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;enumeration_action;fold_action;terminal_action;bridge_action,06;16;26;36;01;11;21;31;03;13;23;33;08;18;28;38;07;17;27;37,08;18;28;38;06;16;26;36;01;11;21;31;07;17;27;37;02;12;22;32;03;13;23;33,CMPLX-TMN1-main.zip,D:\CQE_CMPLX\kernel\staging\papers\suite81_claude_codex_memory\Repo zips\CMPLX-TMN1-main.zip,,,,
ARCHIVE-0067,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;fold_action;bridge_action;enumeration_action;residual_action,06;16;26;36;03;13;23;33;07;17;27;37;01;11;21;31;02;12;22;32,08;18;28;38;06;16;26;36;01;11;21;31;07;17;27;37;02;12;22;32;03;13;23;33,CMPLX-TMN1-main.zip,D:\CQE_CMPLX\_memory\claude-codex\Repo zips\CMPLX-TMN1-main.zip,,,,
ARCHIVE-0068,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,enumeration_action;bridge_action;fold_action;carrier_action;ledger_action,01;11;21;31;07;17;27;37;03;13;23;33;05;15;25;35;06;16;26;36,08;18;28;38;01;11;21;31;05;15;25;35;07;17;27;37,Barker_Market_Engine.zip,D:\CQE_CMPLX\CMPLX-Kernel\CMPLX-Kernel_Production_20260607T223706\source\CQE_CMPLX-workspace\Barker_Market_Engine.zip,,,,
ARCHIVE-0069,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,bridge_action;enumeration_action;fold_action;terminal_action;ledger_action,07;17;27;37;01;11;21;31;03;13;23;33;08;18;28;38;06;16;26;36,08;18;28;38;01;11;21;31;06;16;26;36;07;17;27;37;03;13;23;33;05;15;25;35,Barker_Market_Engine.zip,D:\CQE_CMPLX\kernel\staging\papers\suite83_cmplx_kernel_production\CQE_CMPLX-workspace\Barker_Market_Engine.zip,,,,
ARCHIVE-0070,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,41-80_physics_redefinition,ledger_action;bridge_action;fold_action;window_action;enumeration_action,46;56;66;76;47;57;67;77;43;53;63;73;49;59;69;79;41;51;61;71,46;56;66;76;47;57;67;77;42;52;62;72;43;53;63;73;49;59;69;79,Formalizing_LCR_Unifying_Standard_Models_FINAL_FLAT_20260628_peer_review.zip,D:\CQE_CMPLX\papers\active-rework\Formalizing_LCR_Unifying_Standard_Models_FINAL_FLAT_20260628_peer_review.zip,,,,
ARCHIVE-0071,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,41-80_physics_redefinition,ledger_action;bridge_action;fold_action;window_action;enumeration_action,46;56;66;76;47;57;67;77;43;53;63;73;49;59;69;79;41;51;61;71,46;56;66;76;47;57;67;77;42;52;62;72;43;53;63;73;49;59;69;79,Formalizing_LCR_Unifying_Standard_Models_FINAL_FLAT_20260629T160914Z.zip,D:\CQE_CMPLX\papers\active-rework\Formalizing_LCR_Unifying_Standard_Models_FINAL_FLAT_20260629T160914Z.zip,,,,
ARCHIVE-0072,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,41-80_physics_redefinition,ledger_action;bridge_action;fold_action;window_action;enumeration_action,46;56;66;76;47;57;67;77;43;53;63;73;49;59;69;79;41;51;61;71,46;56;66;76;47;57;67;77;42;52;62;72;43;53;63;73;49;59;69;79,Formalizing_LCR_Unifying_Standard_Models_FINAL_FLAT_20260629T155816Z.zip,D:\CQE_CMPLX\papers\active-rework\Formalizing_LCR_Unifying_Standard_Models_FINAL_FLAT_20260629T155816Z.zip,,,,
ARCHIVE-0073,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,41-80_physics_redefinition,ledger_action;bridge_action;fold_action;window_action;enumeration_action,46;56;66;76;47;57;67;77;43;53;63;73;49;59;69;79;41;51;61;71,46;56;66;76;47;57;67;77;42;52;62;72;43;53;63;73;49;59;69;79,Formalizing_LCR_Unifying_Standard_Models_FINAL_FLAT_20260629T030327Z.zip,D:\CQE_CMPLX\papers\active-rework\Formalizing_LCR_Unifying_Standard_Models_FINAL_FLAT_20260629T030327Z.zip,,,,
ARCHIVE-0074,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,enumeration_action;fold_action;ledger_action;terminal_action;bridge_action,01;11;21;31;03;13;23;33;06;16;26;36;08;18;28;38;07;17;27;37,48;58;68;78;41;51;61;71;42;52;62;72;43;53;63;73;45;55;65;75;47;57;67;77,CMPLX-R30-FINAL-SUBMISSION.tar.gz,D:\CQE_CMPLX\CMPLX-Kernel\CMPLX-Kernel_Production_20260607T223706\source\CQE_CMPLX-workspace\CMPLX-R30-FINAL-SUBMISSION.tar.gz,,,,
ARCHIVE-0075,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;bridge_action;enumeration_action;fold_action;terminal_action,06;16;26;36;07;17;27;37;01;11;21;31;03;13;23;33;08;18;28;38,48;58;68;78;41;51;61;71;46;56;66;76;47;57;67;77;42;52;62;72;43;53;63;73;45;55;65;75,CMPLX-R30-FINAL-SUBMISSION.tar.gz,D:\CQE_CMPLX\kernel\staging\papers\suite83_cmplx_kernel_production\CQE_CMPLX-workspace\CMPLX-R30-FINAL-SUBMISSION.tar.gz,,,,
ARCHIVE-0076,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;bridge_action;enumeration_action;fold_action;terminal_action,06;16;26;36;07;17;27;37;01;11;21;31;03;13;23;33;08;18;28;38,48;58;68;78;41;51;61;71;42;52;62;72;43;53;63;73;47;57;67;77;49;59;69;79;45;55;65;75,CMPLX-R30-full-checkpoint-v7.tar.gz,D:\CQE_CMPLX\CMPLX-Kernel\CMPLX-Kernel_Production_20260607T223706\source\CQE_CMPLX-workspace\CMPLX-R30-full-checkpoint-v7.tar.gz,,,,
ARCHIVE-0077,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,bridge_action;ledger_action;enumeration_action;fold_action;terminal_action,07;17;27;37;06;16;26;36;01;11;21;31;03;13;23;33;08;18;28;38,48;58;68;78;41;51;61;71;46;56;66;76;47;57;67;77;42;52;62;72;43;53;63;73;49;59;69;79;45;55;65;75,CMPLX-R30-full-checkpoint-v7.tar.gz,D:\CQE_CMPLX\kernel\staging\papers\suite83_cmplx_kernel_production\CQE_CMPLX-workspace\CMPLX-R30-full-checkpoint-v7.tar.gz,,,,
ARCHIVE-0078,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;bridge_action;enumeration_action;fold_action;terminal_action,06;16;26;36;07;17;27;37;01;11;21;31;03;13;23;33;08;18;28;38,48;58;68;78;41;51;61;71;42;52;62;72;43;53;63;73;47;57;67;77;49;59;69;79;45;55;65;75,CMPLX-R30-full-checkpoint-v6.tar.gz,D:\CQE_CMPLX\CMPLX-Kernel\CMPLX-Kernel_Production_20260607T223706\source\CQE_CMPLX-workspace\CMPLX-R30-full-checkpoint-v6.tar.gz,,,,
ARCHIVE-0079,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,bridge_action;ledger_action;enumeration_action;fold_action;terminal_action,07;17;27;37;06;16;26;36;01;11;21;31;03;13;23;33;08;18;28;38,48;58;68;78;41;51;61;71;46;56;66;76;47;57;67;77;42;52;62;72;43;53;63;73;49;59;69;79;45;55;65;75,CMPLX-R30-full-checkpoint-v6.tar.gz,D:\CQE_CMPLX\kernel\staging\papers\suite83_cmplx_kernel_production\CQE_CMPLX-workspace\CMPLX-R30-full-checkpoint-v6.tar.gz,,,,
ARCHIVE-0080,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;bridge_action;enumeration_action;fold_action;terminal_action,06;16;26;36;07;17;27;37;01;11;21;31;03;13;23;33;08;18;28;38,48;58;68;78;41;51;61;71;42;52;62;72;43;53;63;73;47;57;67;77;49;59;69;79;45;55;65;75,CMPLX-R30-full-checkpoint-v5.tar.gz,D:\CQE_CMPLX\CMPLX-Kernel\CMPLX-Kernel_Production_20260607T223706\source\CQE_CMPLX-workspace\CMPLX-R30-full-checkpoint-v5.tar.gz,,,,
ARCHIVE-0081,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,bridge_action;ledger_action;enumeration_action;fold_action;terminal_action,07;17;27;37;06;16;26;36;01;11;21;31;03;13;23;33;08;18;28;38,48;58;68;78;41;51;61;71;46;56;66;76;47;57;67;77;42;52;62;72;43;53;63;73;49;59;69;79;45;55;65;75,CMPLX-R30-full-checkpoint-v5.tar.gz,D:\CQE_CMPLX\kernel\staging\papers\suite83_cmplx_kernel_production\CQE_CMPLX-workspace\CMPLX-R30-full-checkpoint-v5.tar.gz,,,,
ARCHIVE-0082,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,bridge_action;ledger_action;enumeration_action;fold_action;terminal_action,07;17;27;37;06;16;26;36;01;11;21;31;03;13;23;33;08;18;28;38,48;58;68;78;41;51;61;71;46;56;66;76;47;57;67;77;42;52;62;72;43;53;63;73;49;59;69;79;45;55;65;75,CMPLX-R30-full-checkpoint-v4.tar.gz,D:\CQE_CMPLX\CMPLX-Kernel\CMPLX-Kernel_Production_20260607T223706\source\CQE_CMPLX-workspace\CMPLX-R30-full-checkpoint-v4.tar.gz,,,,
ARCHIVE-0083,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,bridge_action;ledger_action;enumeration_action;fold_action;terminal_action,07;17;27;37;06;16;26;36;01;11;21;31;03;13;23;33;08;18;28;38,48;58;68;78;41;51;61;71;46;56;66;76;47;57;67;77;42;52;62;72;43;53;63;73;49;59;69;79;45;55;65;75,CMPLX-R30-full-checkpoint-v4.tar.gz,D:\CQE_CMPLX\kernel\staging\papers\suite83_cmplx_kernel_production\CQE_CMPLX-workspace\CMPLX-R30-full-checkpoint-v4.tar.gz,,,,
ARCHIVE-0084,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,bridge_action;ledger_action;enumeration_action;fold_action;terminal_action,07;17;27;37;06;16;26;36;01;11;21;31;03;13;23;33;08;18;28;38,48;58;68;78;41;51;61;71;46;56;66;76;47;57;67;77;42;52;62;72;43;53;63;73;49;59;69;79;45;55;65;75,CMPLX-R30-full-checkpoint-v3.tar.gz,D:\CQE_CMPLX\CMPLX-Kernel\CMPLX-Kernel_Production_20260607T223706\source\CQE_CMPLX-workspace\CMPLX-R30-full-checkpoint-v3.tar.gz,,,,
ARCHIVE-0085,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,bridge_action;ledger_action;enumeration_action;fold_action;terminal_action,07;17;27;37;06;16;26;36;01;11;21;31;03;13;23;33;08;18;28;38,48;58;68;78;41;51;61;71;46;56;66;76;47;57;67;77;42;52;62;72;43;53;63;73;49;59;69;79;45;55;65;75,CMPLX-R30-full-checkpoint-v3.tar.gz,D:\CQE_CMPLX\kernel\staging\papers\suite83_cmplx_kernel_production\CQE_CMPLX-workspace\CMPLX-R30-full-checkpoint-v3.tar.gz,,,,
ARCHIVE-0086,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;enumeration_action;bridge_action;closure_lift;fold_action,06;16;26;36;01;11;21;31;07;17;27;37;00;10;20;30;03;13;23;33,08;18;28;38;01;11;21;31;06;16;26;36;07;17;27;37,Paper1_Master_Transformer_Kets_Package.zip,D:\CQE_CMPLX\CMPLX-Kernel\CMPLX-Kernel_Production_20260607T223706\source\CQE_CMPLX-workspace\ForgeFactory_ReForge_Session_Master_v0_2\ForgeFactory_ReForge_Session_Master_v0_2\05_reports_and_refs\Paper1_Master_Transformer_Kets_Package.zip,,,,
ARCHIVE-0087,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;enumeration_action;fold_action;terminal_action;bridge_action,06;16;26;36;01;11;21;31;03;13;23;33;08;18;28;38;07;17;27;37,08;18;28;38;01;11;21;31;06;16;26;36;07;17;27;37;03;13;23;33,Paper1_Master_Transformer_Kets_Package.zip,D:\CQE_CMPLX\kernel\staging\papers\suite83_cmplx_kernel_production\CQE_CMPLX-workspace\ForgeFactory_ReForge_Session_Master_v0_2\ForgeFactory_ReForge_Session_Master_v0_2\05_reports_and_refs\Paper1_Master_Transformer_Kets_Package.zip,,,,
ARCHIVE-0088,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;enumeration_action;bridge_action;closure_lift;fold_action,06;16;26;36;01;11;21;31;07;17;27;37;00;10;20;30;03;13;23;33,08;18;28;38;01;11;21;31;06;16;26;36;07;17;27;37,Paper1_Master_Transformer_Kets_Package.zip,D:\CQE_CMPLX\_drive-audit\archive_history\unpacked\forge_reforge_archive\ForgeFactory_ReForge_Session_Master_v0_2_09807167e10c\ForgeFactory_ReForge_Session_Master_v0_2\05_reports_and_refs\Paper1_Master_Transformer_Kets_Package.zip,,,,
ARCHIVE-0089,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;enumeration_action;fold_action;terminal_action;bridge_action,06;16;26;36;01;11;21;31;03;13;23;33;08;18;28;38;07;17;27;37,08;18;28;38;01;11;21;31;06;16;26;36;07;17;27;37;02;12;22;32;03;13;23;33,Papers3_7_Master_Scope_Package.zip,D:\CQE_CMPLX\CMPLX-Kernel\CMPLX-Kernel_Production_20260607T223706\source\CQE_CMPLX-workspace\ForgeFactory_ReForge_Session_Master_v0_2\ForgeFactory_ReForge_Session_Master_v0_2\05_reports_and_refs\Papers3_7_Master_Scope_Package.zip,,,,
ARCHIVE-0090,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;enumeration_action;fold_action;terminal_action;bridge_action,06;16;26;36;01;11;21;31;03;13;23;33;08;18;28;38;07;17;27;37,08;18;28;38;01;11;21;31;06;16;26;36;07;17;27;37;02;12;22;32;03;13;23;33,Papers3_7_Master_Scope_Package.zip,D:\CQE_CMPLX\kernel\staging\papers\suite83_cmplx_kernel_production\CQE_CMPLX-workspace\ForgeFactory_ReForge_Session_Master_v0_2\ForgeFactory_ReForge_Session_Master_v0_2\05_reports_and_refs\Papers3_7_Master_Scope_Package.zip,,,,
ARCHIVE-0091,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;enumeration_action;fold_action;terminal_action;bridge_action,06;16;26;36;01;11;21;31;03;13;23;33;08;18;28;38;07;17;27;37,08;18;28;38;01;11;21;31;06;16;26;36;07;17;27;37;02;12;22;32;03;13;23;33,Papers3_7_Master_Scope_Package.zip,D:\CQE_CMPLX\_drive-audit\archive_history\unpacked\forge_reforge_archive\ForgeFactory_ReForge_Session_Master_v0_2_09807167e10c\ForgeFactory_ReForge_Session_Master_v0_2\05_reports_and_refs\Papers3_7_Master_Scope_Package.zip,,,,
ARCHIVE-0092,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,enumeration_action;bridge_action;fold_action;carrier_action;ledger_action,01;11;21;31;07;17;27;37;03;13;23;33;05;15;25;35;06;16;26;36,08;18;28;38;01;11;21;31;05;15;25;35;07;17;27;37,Barker_Ablation_Engine.zip,D:\CQE_CMPLX\CMPLX-Kernel\CMPLX-Kernel_Production_20260607T223706\source\CQE_CMPLX-workspace\Barker_Ablation_Engine.zip,,,,
ARCHIVE-0093,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,bridge_action;enumeration_action;fold_action;terminal_action;ledger_action,07;17;27;37;01;11;21;31;03;13;23;33;08;18;28;38;06;16;26;36,08;18;28;38;01;11;21;31;06;16;26;36;07;17;27;37;03;13;23;33;05;15;25;35,Barker_Ablation_Engine.zip,D:\CQE_CMPLX\kernel\staging\papers\suite83_cmplx_kernel_production\CQE_CMPLX-workspace\Barker_Ablation_Engine.zip,,,,
ARCHIVE-0094,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;enumeration_action;fold_action;terminal_action;bridge_action,06;16;26;36;01;11;21;31;03;13;23;33;08;18;28;38;07;17;27;37,08;18;28;38;06;16;26;36;01;11;21;31;07;17;27;37;02;12;22;32;03;13;23;33,cqekernel_bound_cam_v1.zip,D:\CQE_CMPLX\unpack-and-bind\cqekernel_bound_cam_v1.zip,,,,
ARCHIVE-0095,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;enumeration_action;fold_action;terminal_action;bridge_action,06;16;26;36;01;11;21;31;03;13;23;33;08;18;28;38;07;17;27;37,08;18;28;38;01;11;21;31;06;16;26;36;07;17;27;37;02;12;22;32;03;13;23;33,Papers0_5_Master_Scope_Package.zip,D:\CQE_CMPLX\CMPLX-Kernel\CMPLX-Kernel_Production_20260607T223706\source\CQE_CMPLX-workspace\ForgeFactory_ReForge_Session_Master_v0_2\ForgeFactory_ReForge_Session_Master_v0_2\05_reports_and_refs\Papers0_5_Master_Scope_Package.zip,,,,
ARCHIVE-0096,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;enumeration_action;fold_action;terminal_action;bridge_action,06;16;26;36;01;11;21;31;03;13;23;33;08;18;28;38;07;17;27;37,08;18;28;38;01;11;21;31;06;16;26;36;07;17;27;37;02;12;22;32;03;13;23;33,Papers0_5_Master_Scope_Package.zip,D:\CQE_CMPLX\kernel\staging\papers\suite83_cmplx_kernel_production\CQE_CMPLX-workspace\ForgeFactory_ReForge_Session_Master_v0_2\ForgeFactory_ReForge_Session_Master_v0_2\05_reports_and_refs\Papers0_5_Master_Scope_Package.zip,,,,
ARCHIVE-0097,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;enumeration_action;fold_action;terminal_action;bridge_action,06;16;26;36;01;11;21;31;03;13;23;33;08;18;28;38;07;17;27;37,08;18;28;38;01;11;21;31;06;16;26;36;07;17;27;37;02;12;22;32;03;13;23;33,Papers0_5_Master_Scope_Package.zip,D:\CQE_CMPLX\_drive-audit\archive_history\unpacked\forge_reforge_archive\ForgeFactory_ReForge_Session_Master_v0_2_09807167e10c\ForgeFactory_ReForge_Session_Master_v0_2\05_reports_and_refs\Papers0_5_Master_Scope_Package.zip,,,,
ARCHIVE-0098,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;fold_action;bridge_action;enumeration_action;residual_action,06;16;26;36;03;13;23;33;07;17;27;37;01;11;21;31;02;12;22;32,48;58;68;78;41;51;61;71;46;56;66;76;47;57;67;77;42;52;62;72;43;53;63;73,rule30-complete-package-v1.0.0.zip,D:\CQE_CMPLX\_drive-audit\archive_history\unpacked\rule30_proof_archive\Kimi_Agent_Rule30InvariantProof(2)_5ae5699e3eff\rule30-complete-package-v1.0.0.zip,,,,
